Job_Title,Job_Desc_Req
Data Scientist Practitioner (MNC l Contract) Information Technology Jobs Singapore | MyCareersFuture Singapore,"Drive the evolution of Data & Services products/platforms with an impact focused on data science and engineering.
Design machine learning systems and self-running artificial intelligence (AI) software to automate predictive models.
Participate in identification and evaluation of data elements to deliver analytics for product development.
Solve complex problems with multi-layered data sets, as well as optimizing existing machine learning libraries and frameworks.
Continuously innovate and determine new approaches & technologies to solve business. problems and generate business insights & recommendations.
Break large solutions into smaller, releasable milestones to collect data and feedback from product managers, clients, and other stakeholders.
Evangelize releases to users, incorporating feedback, and tracking usage to inform future development.
Lead and mentor junior data scientists to foster a culture of continuous learning and growth
Bachelor's Degree in Computer Science or any related discipline
Minimum 1-2 years of experience in Data Scientist role.
Excellent proficiency in Python, Spark.
Quantitative and problem-solving skills.
Excellent project management abilities.
Quick learner with the ability to implement new technologies.
Banking and Finance
Corporate Finance and Accounting
Call Center
Engineering
Events and Exhibitions
Healthcare
Hospitality
Information Technology
Life Sciences
Logistics and Supply Chain
Oil and Gas
Retail"
Data Architect Information Technology Jobs Singapore | MyCareersFuture Singapore,"Work with clients to determine data storage and organizational needs and Design data infrastructure for clients
Develop database solutions to store and retrieve company information
Install and configure information systems to ensure functionality
Analyze structural requirements for new software and applications
Migrate data from legacy systems to new solutions
Design conceptual and logical data models and flowcharts
Improve system performance by conducting tests, troubleshooting and integrating new elements
Optimize new and current database systems
Define security and backup procedures
Coordinate with the Data Science department to identify future needs and requirements
Provide operational support
Work experience as a Data Architect, Data Scientist, Data Analyst or similar role.
Understanding of database structure principles
Experience gathering and analyzing system requirements
Knowledge of data mining and segmentation techniques
Experience in SQL and Oracle
Experience in data visualization tools (e.g. Tableau, D3.js and R)"
Data Science Engineer Information Technology Jobs Singapore | MyCareersFuture Singapore,"Design and develop innovative AI/ML models to optimize business decision-making.
Collaborate with cross-functional teams to identify and solve data-related challenges.
Stay updated on the latest AI/ML advancements and apply them to enhance business outcomes.
Mentor and guide junior data scientists, fostering a culture of continuous learning.
Contribute to the development and implementation of data governance and quality standards."
Data Scientist Information Technology Jobs Singapore | MyCareersFuture Singapore,"2 years of Data Science experience using Python
Experience in Data Analysis & Interpretation, and Machine Learning
Experience in Scala is preferred but not a must
Formulate, design, and deliver AI/ML-based decision-making frameworks and models for business outcomes.
Measure and justify values of AI/ML-based solutions.
Collaborate and manage the team to perform, and be responsible for team decisions.
Engage with multiple teams and contribute to key decisions, as well as provide solutions to problems for your immediate team and across multiple teams.
Develop innovative AI/ML models to enhance business decision-making processes
Collaborate with cross-functional teams to identify and address data-related challenges
Stay up-to-date with the latest advancements in AI/ML technologies and apply them to improve business outcomes
Lead and mentor junior data scientists.
Contribute to the development and implementation of data governance and data quality standards."
Data Science Practitioner Information Technology Jobs Singapore | MyCareersFuture Singapore,"As a Data Science Practitioner, you will be responsible for formulating, designing, and delivering AI/ML-based decision-making frameworks and models for business outcomes.
Your day-to-day activities will involve measuring and justifying the values of AI/ML-based solutions.
You are expected to be an SME, collaborate, and manage the team to perform, and be responsible for team decisions.
Additionally, you will engage with multiple teams and contribute to key decisions, as well as provide solutions to problems for your immediate team and across multiple teams.
Master proficiency in Data Science is required.
Master proficiency in Data Analysis & Interpretation, Data Analytics, and other skills are recommended.
Develop innovative AI/ML models to enhance business decision-making processes
Collaborate with cross-functional teams to identify and address data-related challenges
Stay up to date with the latest advancements in AI/ML technologies and apply them to improve business outcomes
Lead and mentor junior data scientists to foster a culture of continuous learning and growth
Contribute to the development and implementation of data governance and data quality standards"
Data Science Practitioner Information Technology Jobs Singapore | MyCareersFuture Singapore,"Your day-to-day activities will involve measuring and justifying the values of AI/ML-based solutions.
You are expected to be an SME, collaborate and manage the team to perform, and be responsible for team decisions.
Additionally, you will engage with multiple teams and contribute to key decisions, as well as provide solutions to problems for your immediate team and across multiple teams.
Master proficiency in Data Science is required.
Master proficiency in Data Analysis & Interpretation, Data Analytics, and other skills are recommended.
Develop innovative AI/ML models to enhance business decision-making processes.
Collaborate with cross-functional teams to identify and address data-related challenges.
Stay up-to-date with the latest advancements in AI/ML technologies and apply them to improve business outcomes.
Lead and mentor junior data scientists to foster a culture of continuous learning and growth.
Contribute to the development and implementation of data governance and data quality standards.
Top 3 skills must have:
a. Python
b. Data science experience 1-2 years
c. Scala (prefer not a must)
Only Singaporeans
Prepare your updated resume and expected package.
Simply click on 'Apply here' or email to tamanna.bilandi@adecco.com to drop your resume
All shortlisted candidates will be contacted."
"Data Scientist - AI (Financial Services) Manager, Technology Consulting Banking and Finance Jobs Singapore | MyCareersFuture Singapore","Turn data into an asset for clients
Rapidly perform Data Science analysis to provide insights using a variety of techniques
Apply experience and expertise in several tools such as Python, Machine Learning and AI libraries, R and SAS
Perform full lifecycle of Data Scientist activities, including conceptual and operational aspects
Manage end to end projects - clarify requirements and devise research approaches
Collect and combine data from multiple sources, analyze it for insights and produce great visuals
Stay on top of current business and industry trends
At the heart of this project is the ability to systematically analyze and build statistical and machine learning models for our clients across markets. We are looking for talented and experienced Data Scientists to bring innovation at EY
Excellent communication skills
Outstanding analytical and problem-solving skills
Ability to work in a team
Degree in Computer Science, Mathematics or similar quantitative field;
Minimally 6 years of relevant experience
Strong knowledge and experience of data mining and machine learning - algorithms, regression techniques, Bayesian models, decision trees, clustering, pattern recognition, probability theory, stochastic systems, statistical techniques and dimensionality reduction
Deep knowledge and experience developing solutions using Deep Learning, Neural Nets, Graph-Nets, Computational Linguistics (NLP, NLU, NLG, Speech) and Computer Vision (Video, Image Processing), Auto-Encoders and Generative Networks.
Knowledge of Reinforcement Learning is a plus
Understanding and experience in model production using CI/CD and REST API, or similar services for real-time processing
Programming experience with Python, R, SAS or other related languages
Experience in TensorFlow, PyTorch, H2O or similar framework; expertise in any of these frameworks is a plus
Strong analytical and problem-solving skills with a passion for research
Knowledge of robotics process automation (RPA) is a plus
Proven experience as a Data Scientist in AI/ML or similar role
Understanding of data structures, data modeling, software architecture and implementation
Deep knowledge of math, probability, statistics and algorithms
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs."
"Data Scientist - AI (Financial Services) Senior Consultant, Technology Consulting Banking and Finance Jobs Singapore | MyCareersFuture Singapore","Turn data into an asset for clients
Rapidly perform Data Science analysis to provide insights using a variety of techniques
Apply experience and expertise in several tools such as Python, Machine Learning and AI libraries, R and SAS
Perform full lifecycle of Data Scientist activities, including conceptual and operational aspects
Manage end to end projects - clarify requirements and devise research approaches
Collect and combine data from multiple sources, analyze it for insights and produce great visuals
Stay on top of current business and industry trends
At the heart of this project is the ability to systematically analyze and build statistical and machine learning models for our clients across markets. We are looking for talented and experienced Data Scientists to bring innovation at EY
Excellent communication skills
Outstanding analytical and problem-solving skills
Ability to work in a team
Degree in Computer Science, Mathematics or similar quantitative field;
Minimally 3 years of relevant experience
Strong knowledge and experience of data mining and machine learning - algorithms, regression techniques, Bayesian models, decision trees, clustering, pattern recognition, probability theory, stochastic systems, statistical techniques and dimensionality reduction
Deep knowledge and experience developing solutions using Deep Learning, Neural Nets, Graph-Nets, Computational Linguistics (NLP, NLU, NLG, Speech) and Computer Vision (Video, Image Processing), Auto-Encoders and Generative Networks.
Knowledge of Reinforcement Learning is a plus
Understanding and experience in model production using CI/CD and REST API, or similar services for real-time processing
Programming experience with Python, R, SAS or other related languages
Experience in TensorFlow, PyTorch, H2O or similar framework; expertise in any of these frameworks is a plus
Strong analytical and problem-solving skills with a passion for research
Knowledge of robotics process automation (RPA) is a plus
Proven experience as a Data Scientist in AI/ML or similar role
Understanding of data structures, data modeling, software architecture and implementation
Deep knowledge of math, probability, statistics and algorithms
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs."
"Data Engineer, Senior Manager, Technology Consulting Consulting Jobs Singapore | MyCareersFuture Singapore","Apply data mining, data modelling, natural language processing, and machine learning to extract and analyse information from large structured and unstructured datasets
Develop and implement techniques and analytics applications to transform raw data into meaningful
information using dataoriented programming languages and visualisation software.
Visualise, interpret, and report data findings and may create dynamic data reports as well
Design, develop, and maintain the organization's data architecture, including data pipelines, databases, and data warehouses.
Develop and maintain ETL (Extract, Transform, Load) processes to efficiently move data from various sources to the data
Implement data quality checks and monitoring processes to identify and resolve data issues in a timely manner.
Collaborate with data scientists, analysts, and other cross-functional teams to understand data requirements and deliver data solutions that meet business needs.
Experience in ETL, Data Engineering, Scripting.
Knowledge and experience in end-to-end project delivery, either traditional SDLC or agile delivery methodologies (or hybrid approaches)
Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects
Exceptional communication, documentation and presentation skills and stakeholder management experiences
Experience in business intelligence, data warehousing/platform, and data strategy projects
At least a Bachelor's degree in any of these faculties: Computer Science/Information Technology/Programming & Systems Analysis/Science (Computer Studies)
Minimum total 3 years work experience in at least 1 of these job titles: (1) Chief Data Scientist (2) Data Engineer (3) Data Scientist (4) Head of Data Analytics
At least 10 years of experience in a relevant industry or consulting role. Management consulting experience gained through a Big 4 is highly advantageous
Experience in development and maintenance of Data processing pipelines
Experience developing machine learning workflows
Work closely with business analysts to create data components
Application packaging and deployment experience across DEV to PROD environments
Experienced in engaging and managing a variety of stakeholders
Prior experience of leading team for projects and pursuits
Excellent written, communication, and presentation skills in English (additional local language skills are considered an asset)
Dashboarding experience with Tableau / Power BI
Experience in engaging with both technical and non-technical stakeholders
Consulting experience and background, including engaging directly with clients
Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry.
An effective communicator, you’ll be a confident leader equipped with strong people management skills and a genuine passion to make things happen in a dynamic organization.
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs."
"Data Engineer, Manager, Technology Consulting Consulting Jobs Singapore | MyCareersFuture Singapore","Apply data mining, data modelling, natural language processing, and machine learning to extract and analyse information from large structured and unstructured datasets
Develop and implement techniques and analytics applications to transform raw data into meaningful
information using dataoriented programming languages and visualisation software.
Visualise, interpret, and report data findings and may create dynamic data reports as well
Design, develop, and maintain the organization's data architecture, including data pipelines, databases, and data warehouses.
Develop and maintain ETL (Extract, Transform, Load) processes to efficiently move data from various sources to the data
Implement data quality checks and monitoring processes to identify and resolve data issues in a timely manner.
Collaborate with data scientists, analysts, and other cross-functional teams to understand data requirements and deliver data solutions that meet business needs.
Experience in ETL, Data Engineering, Scripting.
Knowledge and experience in end-to-end project delivery, either traditional SDLC or agile delivery methodologies (or hybrid approaches)
Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects
Exceptional communication, documentation and presentation skills and stakeholder management experiences
Experience in business intelligence, data warehousing/platform, and data strategy projects
At least a Bachelor's degree in any of these faculties: Computer Science/Information Technology/Programming & Systems Analysis/Science (Computer Studies)
Minimum total 6 years work experience in at least 1 of these job titles: (1) Chief Data Scientist (2) Data Engineer (3) Data Scientist (4) Head of Data Analytics
Experience in development and maintenance of Data processing pipelines
Experience developing machine learning workflows
Work closely with business analysts to create data components
Application packaging and deployment experience across DEV to PROD environments
Dashboarding experience with Tableau / Power BI
Experience in engaging with both technical and non-technical stakeholders
Consulting experience and background, including engaging directly with clients
Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry.
An effective communicator, you’ll be a confident leader equipped with strong people management skills and a genuine passion to make things happen in a dynamic organization.
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs."
